"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants","land_id","geom","data_last_updated","data_as_of","data_loaded_at"
"3248","Valencia/Stevenson Dog Park and Parking","Valencia and Duboce","San Francisco","94103",,"Lease","9","Non-City",,"-122.42224475699999","37.77042477100008","9","Gsa - Real Estate Division",,"POINT (-122.422244757 37.770424771)","2017/12/27 07:38:05 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1400","Res. 2B So. Hill","57 Alta Vista Way","Daly City","94014",,"Lease","9","Non-City",,"-122.43015180999998","37.70394431300008",,"Technology",,"POINT (-122.43015181 37.703944313)","2017/12/26 11:31:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1359","PUC Water Millbrae","1000 El Camino Real","Millbrae","94030",,"Own","47","Public Utilities Commission",,"-122.39550900399996","37.60607700000003",,,"1,197","POINT (-122.395509004 37.606077)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"951","Joseph Lee Rec Center","1395 Mendell St","San Francisco","94124","5310001","Own","49","Recreation And Parks","17,331","-122.38959952699997","37.73489373100006","10",,"879","POINT (-122.389599527 37.734893731)","2016/10/25 04:55:43 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"74","7th Ave & California St SFMTA Operator Bathroom","4439 California St","San Francisco","94118",,"Own","42","Municipal Transportation Agency","75","-122.46526806099996","37.78481545100004","1",,"0","POINT (-122.465268061 37.784815451)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1336","Powell St. Railroad Station","Fulton St & 07th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks","26,751","-122.46479495599999","37.77332654800006","1",,"56","POINT (-122.464794956 37.773326548)","2019/02/09 12:35:23 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1116","Mission Bay Stormwater PS #4","880 Mission Bay Dr","San Francisco","94158","8709003","Own","47","Public Utilities Commission",,"-122.39718413199995","37.77038681500005","6",,"968","POINT (-122.397184132 37.770386815)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1040","LYON ST/GREENWICH ST SFMTA Operator Bathroom","Lyon St & Greenwich St","San Francisco","94123",,"Own","42","Municipal Transportation Agency","75","-122.44731208899998","37.79762989300008","2",,"0","POINT (-122.447312089 37.797629893)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3451","BOARDING AREA B - 200B","200 UPPER DOMESTIC LOOP","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38533053199995","37.61414051000003",,,"635","POINT (-122.385330532 37.61414051)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"31","2275 | Pier 27 Adm/Pier 29 Annex","Pier 27","San Francisco","94111","9900070","Own","46","Port","11,800","-122.40108163899998","37.805332873000054","3",,"370","POINT (-122.401081639 37.805332873)","2025/10/21 05:19:46 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3208","DPW - Carport 4-G,H,J","2323 Cesar Chavez St","San Francisco","94124","4341001","Own","77","Public Works",,"-122.39976399299997","37.748996317000035","10",,"182","POINT (-122.399763993 37.748996317)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1966","Pier 70 - Pier 68 - Boiler/Steam Power House - #103","590 20TH ST","San Francisco","94107","9900070","Own","46","Port","1,860","-122.38595231199997","37.76203009900007","10",,"370","POINT (-122.385952312 37.762030099)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"358","Cabins #110 & #111","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1589","Sherman Elementary","1651 Union St","San Francisco","94123","0545001","Own","16","School District (Sfusd)","56,200","-122.42611796699998","37.79780159400008","2",,"402","POINT (-122.426117967 37.797801594)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3456","CNG FILLING STATION - 947B","947 NORTH FIELD ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39131965299998","37.638454645000024",,,"635","POINT (-122.391319653 37.638454645)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1599","Silver Terrace Maint Facilities","1700 Silver Ave","San Francisco","94124","5396011","Own","49","Recreation And Parks",,"-122.40247224099994","37.73253420800006","10",,"31","POINT (-122.402472241 37.732534208)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"955","June Jordan High","325 La Grande Ave","San Francisco","94112","6071002","Own","16","School District (Sfusd)","151,600","-122.42525276199996","37.71924049900008","11",,"536","POINT (-122.425252762 37.719240499)","2017/05/30 05:20:58 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1945","Pier 49 Nicks Lighthouse (Wharf J-1)","2815 Taylor St","San Francisco","94133","9900070","Own","46","Port","2,238","-122.41656471499999","37.80889916800004","3",,"370","POINT (-122.416564715 37.808899168)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3281","424 Octavia - Parcel L","424 Octavia St","San Francisco","94102","0817078","Own","63","Gsa - Real Estate Division","13,595","-122.42411586299994","37.776106629000026","5",,"940","POINT (-122.424115863 37.776106629)","2019/08/27 12:28:45 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3141","ZOO - KANGAROO BLDG.*","1 Zoo Rd","San Francisco","94132","7281002","Own","49","Recreation And Parks",,"-122.50025002899997","37.73207805000004","7",,"489","POINT (-122.500250029 37.73207805)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"449","Central Pump Station","23rd Ave & Sloat Blvd","San Francisco","94132","7206001","Own","47","Public Utilities Commission",,"-122.478835087","37.73414510900005","4",,"534","POINT (-122.478835087 37.734145109)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1021","Lloyd Lake Pump Station","John F Kennedy Dr & Transverse Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","255","-122.48127821599996","37.77120213300003","1",,"56","POINT (-122.481278216 37.771202133)","2019/02/08 11:52:22 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3525","333 7th St","333 7th St","San Francisco","94103","3754031","Own","72","Public Health",,"-122.40719977799995","37.77654440100008","6",,"1,308","POINT (-122.407199778 37.776544401)","2025/02/21 09:14:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"986","Laguna Honda - North Residence","375 Laguna Honda Blvd","San Francisco","94116","2842007","Own","72","Public Health","208,377","-122.45652426099997","37.75004237400003","7",,"383","POINT (-122.456524261 37.750042374)","2017/04/28 09:45:33 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1007","1315-1319 Evans Ave","1315 Evans Ave","San Francisco","94124","5237037","Lease","9","Non-City",,"-122.38334430699996","37.73981930000008","10","Adult Probation","1,182","POINT (-122.383344307 37.7398193)","2026/02/26 11:24:07 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"381","Camp Mather Priest Cabin","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85613576899999","37.881269985000074",,,"1,199","POINT (-119.856135769 37.881269985)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"799","GGP Golf Course Clubhouse","970 47th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks","5,026","-122.50658690099999","37.76910127700006","1",,"56","POINT (-122.506586901 37.769101277)","2019/02/11 10:16:42 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3526","814-820 Bryant St Parking","814 Bryant St","San Francisco","94103","3759014","Own","63","Gsa - Real Estate Division",,"-122.40334442199998","37.77603800700007","6",,"1,306","POINT (-122.403344422 37.776038007)","2025/03/19 09:34:02 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"337","Cabin #8","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"2090","Valve House","Calaveras  Alameda","Sunol","94586",,"Own","47","Public Utilities Commission",,"-121.81996496399995","37.495972332000065",,,,"POINT (-121.819964964 37.495972332)","2018/03/27 07:20:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"169","BAYSHORE BLVD/SUNNYDALE SFMTA Operator Bathroom","Bay Shore Blvd & Sunnydale Ave","San Francisco","94134",,"Own","42","Municipal Transportation Agency","75","-122.40478501299998","37.70885372300006","10",,"0","POINT (-122.404785013 37.708853723)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"167","BAY ST/TAYLOR ST SFMTA Operator Bathroom","Bay St & Taylor St","San Francisco","94133",,"Own","42","Municipal Transportation Agency","330","-122.41525031999998","37.80514044700004","3",,"0","POINT (-122.41525032 37.805140447)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"463","Child Protective Center (CPC) @ Edgewood","1801 Vicente St","San Francisco","94116","2468A003","Lease","9","Non-City",,"-122.48625648999996","37.73798464400005","4","Human Services Agency","1,132","POINT (-122.48625649 37.737984644)","2017/12/28 09:17:43 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"321","Cabin #47","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"939","Jerry Garcia Amphitheatre","61 JOHN F SHELLEY DR","San Francisco","94134","6190066","Own","49","Recreation And Parks",,"-122.41739818899998","37.72055504600007","9",,"779","POINT (-122.417398189 37.720555046)","2026/02/27 12:46:59 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1628","St Francis Yacht Club","99 Yacht Rd","San Francisco","94123","0900003","Own","49","Recreation And Parks","46,500","-122.44640195299996","37.807237239000074","2",,"102","POINT (-122.446401953 37.807237239)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1260","Pier 1  -  Port’s administrative offices.","190 The Embarcadero","San Francisco","94105","9900070","Own","46","Port","151,563","-122.39341578099999","37.79784257500006","3",,"370","POINT (-122.393415781 37.797842575)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1290","Pier 27 - Office Annex","The Embarcadero","San Francisco","94111","9900070","Own","46","Port","3,552","-122.40205768899995","37.80523845400006","3",,"370","POINT (-122.402057689 37.805238454)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"202","Bryant Elementary and CDC","2641 25th St","San Francisco","94110","4277002","Own","16","School District (Sfusd)","32,500","-122.40481955099995","37.75158055600008","9",,"510","POINT (-122.404819551 37.751580556)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1308","Police Academy","350 Amber Dr","San Francisco","94124","7521005","Own","45","Police Department","19,332","-122.44148284899995","37.74419599200007","8",,"175","POINT (-122.441482849 37.744195992)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1013","Lincoln Park Maintenance Buildings","300 34th Ave","San Francisco","94121","1313028","Own","49","Recreation And Parks","1,125","-122.49832261499995","37.784258410000064","1",,"93","POINT (-122.498322615 37.78425841)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"2009","Pier 70 - SWL 349 Traffic Dept. Shed - Bldg #66","420 22nd St","San Francisco","94107","4111003","Own","46","Port","22,116","-122.38300091999997","37.76039202100003","10",,"733","POINT (-122.38300092 37.760392021)","2018/01/18 10:07:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3350","MECHINICAL STRUCTURE - 120","120 LOWER DOMESTIC LOOP","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38851521799995","37.617179305000036",,,"635","POINT (-122.388515218 37.617179305)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1402","Rhododendron Dell Maintenance Shed","364 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","192","-122.46442974799999","37.77201879900008","7",,"56","POINT (-122.464429748 37.772018799)","2019/02/11 07:50:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1636","ST. MARY'S SQUARE Parking Garage","433 Kearny St","San Francisco","94108","0258003","Own","42","Municipal Transportation Agency","61,552","-122.40498677999994","37.79225863100004","3",,"672","POINT (-122.40498678 37.792258631)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1195","Nursery Potting Sheds","100 Martin Luther King Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46104701099995","37.76833210900003","7",,"56","POINT (-122.461047011 37.768332109)","2019/02/11 07:19:07 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3098","Pier 96 - Administration Building","Pier 96","San Francisco","94124","4502A002","Own","46","Port",,"-122.37814777599999","37.74354946200003","10",,"783","POINT (-122.378147776 37.743549462)","2018/01/18 10:07:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1655","Stow Lake Boat Dock","50 Stow Lake Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.47697555599996","37.77053775200005","7",,"56","POINT (-122.476975556 37.770537752)","2019/02/08 11:50:09 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1318","Polo Fields and Stadium","1451 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","5,000","-122.49268606199996","37.76824199300006","4",,"56","POINT (-122.492686062 37.768241993)","2019/02/11 10:15:05 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3378","GSE - 750","750 WEST AREA DR","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39980549899997","37.626987034000024",,,"635","POINT (-122.399805499 37.626987034)","2026/02/27 12:48:44 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1137","Sunnyside Conservatory","236 Monterey Blvd","San Francisco","94131","6770057","Own","49","Recreation And Parks","1,536","-122.44082399499996","37.73186080000005","7",,"526","POINT (-122.440823995 37.7318608)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3417","UNITED AIRLINES STRUCTURES - 585","585 NORTH MCDONNELL RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39671556099995","37.61672581700003",,,"635","POINT (-122.396715561 37.616725817)","2026/02/27 12:31:22 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1446","Sanitary Sewer Pump Station","505 MISSION BAY BLVD NORTH","San Francisco","94158","8711005","Own","47","Public Utilities Commission",,"-122.38985122699995","37.77097078500003","6",,"963","POINT (-122.389851227 37.770970785)","2026/02/27 12:24:58 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"306","Cabin #32","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1213","Ortega Branch Library","3223 Ortega St","San Francisco","94122","2094005","Own","48","Public Library","9,300","-122.49810319699998","37.75122405800005","4",,"751","POINT (-122.498103197 37.751224058)","2017/03/24 06:39:16 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"675","Fay House","2366 Leavenworth St","San Francisco","94133","0067014A","Own","49","Recreation And Parks","4,536","-122.41787340899998","37.80303625400006","3",,"617","POINT (-122.417873409 37.803036254)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"718","Fire Station #37","798 Wisconsin St","San Francisco","94107","4097024","Own","38","Fire Department","6,950","-122.399243851","37.75741778200006","10",,"344","POINT (-122.399243851 37.757417782)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1269","Pier 17 - Shed Building","The Embarcadero","San Francisco","94111","9900070","Own","46","Port","117,001","-122.39817486599998","37.802159251000035","3",,"370","POINT (-122.398174866 37.802159251)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1799","Union Square Performance Spaces","225 Stockton St","San Francisco","94108","0308001","Own","49","Recreation And Parks",,"-122.40797902799994","37.78787976700005","3",,"125","POINT (-122.407979028 37.787879767)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"504","Commodore Sloat Elementary","50 Darien Way","San Francisco","94127","3256002","Own","16","School District (Sfusd)","59,200","-122.47056913999995","37.731670343000076","7",,"484","POINT (-122.47056914 37.731670343)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1621","Southeast Health Center","2401 Keith St","San Francisco","94124","4849016","Own","72","Public Health","14,604","-122.39200110399997","37.72564580400007","10",,"367","POINT (-122.392001104 37.725645804)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
